id,internal_order_number,online_order_number,store_name,full_channel_user_id,shipping_date,payment_date,payable_amount,paid_amount,status,consignee,spu,order_time,province,city,platform,sub_order_number,online_sub_order_number,original_online_order_number,sku,quantity,unit_price,product_name,color_and_spec,product_amount,original_price,is_gift,sub_order_status,refund_status,registered_quantity,actual_refund_quantity,brand
65,ORD-69944710,ONL-6405765984,唯品会特卖店,USER-43205,2024-03-04 18:47:00,2024-03-03 18:47:00,217.58,217.58,待发货,吴涛,SPU-以纯-T恤,2024-03-02 20:47:00,江苏省,苏州市,京东,SUB-69944710-360,SONL-6405765984-443,ONL-6405765984,UN-2561,2,85.21,以纯 T恤 (绿色/XL),绿色/XL,170.42,217.58,否,待发货,退款失败,2,0,以纯
66,ORD-17264200,ONL-3329096508,京东自营店,USER-29926,2024-11-12 03:21:00,2024-11-11 03:21:00,2498.52,2498.52,已发货,杨欣,SPU-安踏-衬衫,2024-11-10 08:21:00,四川省,宜宾市,唯品会,SUB-17264200-374,SONL-3329096508-958,ONL-3329096508,LN-4248,1,1466.95,安踏 衬衫 (卡其色/L),卡其色/L,1466.95,2498.52,否,已发货,退款失败,1,0,安踏
67,ORD-77996433,ONL-7232282882,线下直营店,USER-20235,2024-08-21 06:27:00,2024-08-18 06:27:00,12721.61,12721.61,已取消,徐丽娟,SPU-安踏-运动,2024-08-17 08:27:00,上海市,上海市,唯品会,SUB-77996433-458,SONL-7232282882-742,ONL-7232282882,YC-5561,5,1990.05,安踏 运动裤 (绿色/XXXL),绿色/XXXL,9950.25,12721.61,是,已取消,待审核,5,0,安踏
68,ORD-45298803,ONL-1350473845,抖音直播间,USER-85842,2024-03-24 08:55:00,2024-03-23 08:55:00,287.58,287.58,待发货,王秀珍,SPU-阿迪-卫衣,2024-03-22 10:55:00,山东省,烟台市,唯品会,SUB-45298803-227,SONL-1350473845-283,ONL-1350473845,SM-2510,2,120.3,阿迪达斯 卫衣 (白色/XL),白色/XL,240.6,287.58,否,待发货,待审核,2,0,阿迪达斯
69,ORD-97019209,ONL-7887020920,拼多多专卖店,USER-12200,2024-12-21 10:59:00,2024-12-20 10:59:00,720.53,720.53,已完成,周婷婷,SPU-安踏-毛衣,2024-12-20 08:59:00,河南省,洛阳市,天猫,SUB-97019209-177,SONL-7887020920-500,ONL-7887020920,YC-1099,1,617.3,安踏 毛衣 (紫色/L),紫色/L,617.3,720.53,否,已完成,待审核,1,0,安踏
70,ORD-16733601,ONL-1470231335,京东自营店,USER-43888,2024-03-27 16:33:00,2024-03-24 16:33:00,832.93,628.63,退款中,张英,SPU-阿迪-衬衫,2024-03-24 09:33:00,北京市,北京市,线下,SUB-16733601-813,SONL-1470231335-193,ONL-1470231335,ZR-2397,4,194.94,阿迪达斯 衬衫 (蓝色/XXL),蓝色/XXL,779.76,832.93,否,退款中,已退款,4,4,阿迪达斯
71,ORD-23010999,ONL-7783909639,唯品会特卖店,USER-65317,2025-01-03 06:17:00,2025-01-01 06:17:00,5525.99,5525.99,已完成,刘佳,SPU-阿迪-外套,2024-12-31 19:17:00,上海市,上海市,抖音电商,SUB-23010999-485,SONL-7783909639-425,ONL-7783909639,AD-8383,3,1455.57,阿迪达斯 外套 (卡其色/L),卡其色/L,4366.71,5525.99,否,已完成,无退款,3,0,阿迪达斯
72,ORD-65399411,ONL-9446150196,京东自营店,USER-61006,2024-11-15 01:56:00,2024-11-13 01:56:00,8434.16,8434.16,已完成,张淑英,SPU-耐克-风衣,2024-11-12 17:56:00,上海市,上海市,抖音电商,SUB-65399411-892,SONL-9446150196-964,ONL-9446150196,ZR-9970,5,1082.58,耐克 风衣 (黑色/均码),黑色/均码,5412.9,8434.16,否,已完成,待审核,5,0,耐克
73,ORD-76316844,ONL-4132331164,拼多多专卖店,USER-33238,2024-07-14 15:08:00,2024-07-13 15:08:00,1820.56,1820.56,已发货,曾红,SPU-李宁-衬衫,2024-07-13 08:08:00,湖北省,襄阳市,唯品会,SUB-76316844-476,SONL-4132331164-857,ONL-4132331164,HM-8722,4,399.25,李宁 衬衫 (白色/S),白色/S,1597.0,1820.56,否,已发货,待审核,4,0,李宁
74,ORD-35154780,ONL-2411197096,唯品会特卖店,USER-28222,2024-05-11 05:20:00,2024-05-08 05:20:00,6840.74,6840.74,已发货,王桂香,SPU-优衣-衬衫,2024-05-07 20:20:00,江苏省,无锡市,唯品会,SUB-35154780-529,SONL-2411197096-654,ONL-2411197096,ZR-6779,2,2121.15,优衣库 衬衫 (白色/均码),白色/均码,4242.3,6840.74,否,已发货,待审核,2,0,优衣库
75,ORD-82083995,ONL-4705847092,线下直营店,USER-78024,2024-10-06 00:00:00,2024-10-05 00:00:00,6452.99,6452.99,已完成,王桂香,SPU-耐克-牛仔,2024-10-04 15:00:00,山东省,济南市,拼多多,SUB-82083995-984,SONL-4705847092-940,ONL-4705847092,LN-7510,2,2613.02,耐克 牛仔裤 (黄色/L),黄色/L,5226.04,6452.99,否,已完成,待审核,2,0,耐克
76,ORD-35637369,ONL-7982024113,京东自营店,USER-96329,2024-12-06 23:26:00,2024-12-03 23:26:00,6576.58,6576.58,已取消,陈晶,SPU-阿迪-T恤,2024-12-03 22:26:00,山东省,潍坊市,天猫,SUB-35637369-603,SONL-7982024113-162,ONL-7982024113,NK-7930,2,2602.7,阿迪达斯 T恤 (灰色/M),灰色/M,5205.4,6576.58,否,已取消,已退款,2,2,阿迪达斯
77,ORD-52628556,ONL-5417955420,拼多多专卖店,USER-53727,2024-10-22 12:01:00,2024-10-20 12:01:00,3377.81,3377.81,待发货,曾丽娟,SPU-阿迪-衬衫,2024-10-19 13:01:00,上海市,上海市,拼多多,SUB-52628556-545,SONL-5417955420-924,ONL-5417955420,ZR-5600,2,1450.56,阿迪达斯 衬衫 (紫色/XXL),紫色/XXL,2901.12,3377.81,否,待发货,退款失败,2,0,阿迪达斯
78,ORD-65568999,ONL-3074702116,抖音直播间,USER-12429,2024-08-19 04:39:00,2024-08-16 04:39:00,9773.27,9773.27,已发货,周想,SPU-李宁-T恤,2024-08-15 07:39:00,湖北省,襄阳市,拼多多,SUB-65568999-752,SONL-3074702116-102,ONL-3074702116,LN-9545,5,1595.92,李宁 T恤 (黄色/XXL),黄色/XXL,7979.6,9773.27,否,已发货,无退款,5,0,李宁
79,ORD-81020546,ONL-4821782297,线下直营店,USER-74633,2024-08-25 21:31:00,2024-08-24 21:31:00,3229.46,3229.46,已发货,桂敏,SPU-优衣-卫衣,2024-08-24 08:31:00,湖南省,株洲市,唯品会,SUB-81020546-628,SONL-4821782297-105,ONL-4821782297,ZR-1208,3,855.38,优衣库 卫衣 (卡其色/M),卡其色/M,2566.14,3229.46,否,已发货,待审核,3,0,优衣库
80,ORD-94015507,ONL-4936096819,线下直营店,USER-81701,2024-12-18 05:06:00,2024-12-16 05:06:00,7953.82,7953.82,已完成,王帅,SPU-阿迪-T恤,2024-12-15 18:06:00,河南省,开封市,天猫,SUB-94015507-966,SONL-4936096819-551,ONL-4936096819,MT-5508,5,1496.16,阿迪达斯 T恤 (灰色/M),灰色/M,7480.8,7953.82,否,已完成,已退款,5,5,阿迪达斯
81,ORD-39948182,ONL-3781140250,抖音直播间,USER-26649,2024-04-08 11:22:00,2024-04-07 11:22:00,644.03,644.03,待发货,王宁,SPU-森马-衬衫,2024-04-06 20:22:00,北京市,北京市,线下,SUB-39948182-687,SONL-3781140250-364,ONL-3781140250,AN-3491,3,201.02,森马 衬衫 (绿色/XL),绿色/XL,603.06,644.03,否,待发货,已退款,3,3,森马
82,ORD-41660247,ONL-6925397139,唯品会特卖店,USER-13044,2024-11-05 05:07:00,2024-11-02 05:07:00,9787.89,9787.89,待发货,唐淑英,SPU-优衣-毛衣,2024-11-01 05:07:00,河南省,新乡市,京东,SUB-41660247-220,SONL-6925397139-574,ONL-6925397139,UN-8897,3,1825.47,优衣库 毛衣 (白色/XXL),白色/XXL,5476.41,9787.89,否,待发货,待审核,3,0,优衣库
83,ORD-45892148,ONL-3009316701,天猫旗舰店,USER-29549,2024-05-14 07:20:00,2024-05-12 07:20:00,4009.81,2179.63,已取消,羊娜,SPU-安踏-T恤,2024-05-11 18:20:00,浙江省,温州市,线下,SUB-45892148-850,SONL-3009316701-887,ONL-3009316701,YC-8796,1,2306.68,安踏 T恤 (绿色/L),绿色/L,2306.68,4009.81,否,已取消,已退款,1,1,安踏
84,ORD-26611278,ONL-2227018323,唯品会特卖店,USER-38705,2024-09-03 20:47:00,2024-09-01 20:47:00,1732.26,1732.26,已取消,米秀芳,SPU-耐克-牛仔,2024-09-01 20:47:00,北京市,北京市,京东,SUB-26611278-289,SONL-2227018323-770,ONL-2227018323,LN-6513,3,524.71,耐克 牛仔裤 (粉色/均码),粉色/均码,1574.13,1732.26,否,已取消,退款失败,3,0,耐克
85,ORD-54207721,ONL-1726751473,拼多多专卖店,USER-40709,2024-03-07 15:44:00,2024-03-05 15:44:00,307.2,307.2,已取消,刘静,SPU-H&-T恤,2024-03-04 21:44:00,广东省,广州市,拼多多,SUB-54207721-123,SONL-1726751473-210,ONL-1726751473,ZR-9995,3,84.76,H&M T恤 (红色/XL),红色/XL,254.28,307.2,否,已取消,已退款,3,3,H&M
86,ORD-12148618,ONL-8354282218,拼多多专卖店,USER-72256,2024-02-07 05:44:00,2024-02-04 05:44:00,686.94,686.94,待发货,王丽娟,SPU-H&-羽绒,2024-02-03 09:44:00,浙江省,宁波市,拼多多,SUB-12148618-460,SONL-8354282218-388,ONL-8354282218,ZR-8332,2,293.94,H&M 羽绒服 (白色/均码),白色/均码,587.88,686.94,否,待发货,待审核,2,0,H&M
87,ORD-71880425,ONL-6011105157,线下直营店,USER-71748,2024-09-11 05:22:00,2024-09-09 05:22:00,331.53,331.53,已取消,李琴,SPU-美特-T恤,2024-09-08 17:22:00,江苏省,南京市,天猫,SUB-71880425-278,SONL-6011105157-717,ONL-6011105157,LN-5648,1,256.31,美特斯邦威 T恤 (蓝色/S),蓝色/S,256.31,331.53,否,已取消,无退款,1,0,美特斯邦威
88,ORD-50832405,ONL-8809312245,线下直营店,USER-93730,2024-08-06 03:54:00,2024-08-05 03:54:00,1742.31,1742.31,已发货,张阳,SPU-ZA-衬衫,2024-08-04 21:54:00,广东省,佛山市,京东,SUB-50832405-734,SONL-8809312245-313,ONL-8809312245,LN-7349,4,396.63,ZARA 衬衫 (粉色/XL),粉色/XL,1586.52,1742.31,否,已发货,已退款,4,4,ZARA
89,ORD-65545708,ONL-4161901997,天猫旗舰店,USER-95129,2024-07-06 02:33:00,2024-07-04 02:33:00,9068.05,9068.05,已完成,黄建平,SPU-李宁-T恤,2024-07-03 21:33:00,湖南省,衡阳市,唯品会,SUB-65545708-216,SONL-4161901997-235,ONL-4161901997,AN-4655,3,2416.12,李宁 T恤 (蓝色/S),蓝色/S,7248.36,9068.05,否,已完成,退款失败,3,0,李宁
90,ORD-83410295,ONL-4994745608,京东自营店,USER-50780,2024-06-10 10:28:00,2024-06-08 10:28:00,6044.25,6044.25,已发货,张艳,SPU-耐克-卫衣,2024-06-07 20:28:00,广东省,东莞市,抖音电商,SUB-83410295-503,SONL-4994745608-970,ONL-4994745608,LN-4440,5,795.16,耐克 卫衣 (灰色/L),灰色/L,3975.8,6044.25,否,已发货,退款失败,5,0,耐克
91,ORD-28693316,ONL-3542033574,抖音直播间,USER-21355,2024-04-29 21:00:00,2024-04-27 21:00:00,6327.26,6327.26,已取消,赵岩,SPU-森马-衬衫,2024-04-27 12:00:00,湖南省,长沙市,抖音电商,SUB-28693316-348,SONL-3542033574-438,ONL-3542033574,SM-2841,3,1829.39,森马 衬衫 (卡其色/XXL),卡其色/XXL,5488.17,6327.26,否,已取消,已退款,3,3,森马
92,ORD-32982960,ONL-1401240118,拼多多专卖店,USER-74946,2024-10-08 05:34:00,2024-10-07 05:34:00,6214.32,6214.32,已完成,殷明,SPU-阿迪-卫衣,2024-10-06 18:34:00,广东省,深圳市,唯品会,SUB-32982960-688,SONL-1401240118-555,ONL-1401240118,ZR-7452,2,2492.21,阿迪达斯 卫衣 (灰色/均码),灰色/均码,4984.42,6214.32,否,已完成,无退款,2,0,阿迪达斯
93,ORD-92494179,ONL-6089735854,拼多多专卖店,USER-52755,2024-01-12 20:11:00,2024-01-09 20:11:00,498.38,498.38,已完成,邓超,SPU-耐克-外套,2024-01-08 23:11:00,上海市,上海市,京东,SUB-92494179-386,SONL-6089735854-809,ONL-6089735854,AN-2641,1,434.2,耐克 外套 (卡其色/S),卡其色/S,434.2,498.38,否,已完成,无退款,1,0,耐克
94,ORD-36117421,ONL-1983432401,京东自营店,USER-90996,2024-10-15 14:18:00,2024-10-13 14:18:00,4907.23,4907.23,已完成,惠秀云,SPU-H&-卫衣,2024-10-12 22:18:00,四川省,绵阳市,线下,SUB-36117421-821,SONL-1983432401-539,ONL-1983432401,AN-6878,3,1369.85,H&M 卫衣 (蓝色/XL),蓝色/XL,4109.55,4907.23,否,已完成,待审核,3,0,H&M
95,ORD-48605671,ONL-2640656593,京东自营店,USER-83126,2024-08-26 01:50:00,2024-08-25 01:50:00,936.58,936.58,已完成,张超,SPU-H&-卫衣,2024-08-24 22:50:00,湖南省,湘潭市,京东,SUB-48605671-616,SONL-2640656593-968,ONL-2640656593,HM-4125,2,389.68,H&M 卫衣 (白色/均码),白色/均码,779.36,936.58,否,已完成,已退款,2,2,H&M
96,ORD-15790994,ONL-1459047072,线下直营店,USER-10003,2024-08-06 12:07:00,2024-08-03 12:07:00,2282.03,2282.03,待发货,杜淑英,SPU-耐克-运动,2024-08-02 12:07:00,上海市,上海市,线下,SUB-15790994-941,SONL-1459047072-594,ONL-1459047072,LN-3101,1,2013.05,耐克 运动裤 (白色/XXL),白色/XXL,2013.05,2282.03,否,待发货,已退款,1,1,耐克
97,ORD-88979842,ONL-6002521557,拼多多专卖店,USER-36726,2024-03-04 19:46:00,2024-03-02 19:46:00,110.68,110.68,已完成,徐浩,SPU-李宁-T恤,2024-03-01 20:46:00,浙江省,嘉兴市,抖音电商,SUB-88979842-409,SONL-6002521557-272,ONL-6002521557,UN-6826,1,105.04,李宁 T恤 (卡其色/均码),卡其色/均码,105.04,110.68,否,已完成,已退款,1,1,李宁
98,ORD-84419056,ONL-2125052682,唯品会特卖店,USER-86700,2024-09-25 14:22:00,2024-09-22 14:22:00,3936.89,3936.89,已完成,王超,SPU-李宁-衬衫,2024-09-21 14:22:00,浙江省,嘉兴市,唯品会,SUB-84419056-212,SONL-2125052682-121,ONL-2125052682,LN-2874,5,636.1,李宁 衬衫 (蓝色/M),蓝色/M,3180.5,3936.89,否,已完成,退款失败,5,0,李宁
99,ORD-95023389,ONL-2432181684,唯品会特卖店,USER-98794,2024-01-23 04:32:00,2024-01-21 04:32:00,6480.19,6480.19,已取消,彭秀兰,SPU-李宁-毛衣,2024-01-20 21:32:00,江苏省,无锡市,抖音电商,SUB-95023389-674,SONL-2432181684-471,ONL-2432181684,ZR-1530,2,2917.22,李宁 毛衣 (白色/XXXL),白色/XXXL,5834.44,6480.19,否,已取消,已退款,2,2,李宁
100,ORD-52024140,ONL-4039430916,唯品会特卖店,USER-52579,2024-05-31 05:42:00,2024-05-30 05:42:00,1536.12,1536.12,已发货,李燕,SPU-美特-衬衫,2024-05-29 20:42:00,四川省,成都市,唯品会,SUB-52024140-127,SONL-4039430916-528,ONL-4039430916,MT-2110,2,501.09,美特斯邦威 衬衫 (粉色/均码),粉色/均码,1002.18,1536.12,否,已发货,待审核,2,0,美特斯邦威
101,ORD-68815710,ONL-2356391194,拼多多专卖店,USER-52871,2024-12-03 17:34:00,2024-12-02 17:34:00,1693.07,1693.07,已发货,李丽,SPU-耐克-衬衫,2024-12-02 13:34:00,四川省,德阳市,线下,SUB-68815710-714,SONL-2356391194-360,ONL-2356391194,MT-9555,4,328.38,耐克 衬衫 (灰色/XXXL),灰色/XXXL,1313.52,1693.07,否,已发货,退款失败,4,0,耐克
102,ORD-18236394,ONL-5982769779,京东自营店,USER-36341,2024-12-22 04:50:00,2024-12-20 04:50:00,3074.73,3074.73,已完成,王秀兰,SPU-阿迪-毛衣,2024-12-19 18:50:00,江苏省,常州市,拼多多,SUB-18236394-537,SONL-5982769779-371,ONL-5982769779,NK-1132,2,1284.06,阿迪达斯 毛衣 (绿色/均码),绿色/均码,2568.12,3074.73,否,已完成,退款失败,2,0,阿迪达斯
103,ORD-42492401,ONL-3556827159,抖音直播间,USER-97430,2024-09-04 22:42:00,2024-09-01 22:42:00,3248.04,3248.04,已完成,马玉珍,SPU-李宁-连衣,2024-08-31 22:42:00,江苏省,苏州市,天猫,SUB-42492401-900,SONL-3556827159-547,ONL-3556827159,NK-1241,2,1335.24,李宁 连衣裙 (蓝色/L),蓝色/L,2670.48,3248.04,否,已完成,退款失败,2,0,李宁
104,ORD-75694749,ONL-1291231703,天猫旗舰店,USER-12346,2024-11-11 03:08:00,2024-11-09 03:08:00,14083.01,14083.01,已发货,陈旭,SPU-以纯-风衣,2024-11-09 03:08:00,湖北省,宜昌市,京东,SUB-75694749-250,SONL-1291231703-550,ONL-1291231703,MT-6842,4,1972.5,以纯 风衣 (红色/L),红色/L,7890.0,14083.01,否,已发货,退款失败,4,0,以纯
105,ORD-75470459,ONL-9002196826,抖音直播间,USER-42096,2024-07-22 16:32:00,2024-07-20 16:32:00,1604.81,1604.81,已取消,李璐,SPU-ZA-T恤,2024-07-20 09:32:00,上海市,上海市,线下,SUB-75470459-176,SONL-9002196826-115,ONL-9002196826,AD-6769,4,346.18,ZARA T恤 (黑色/M),黑色/M,1384.72,1604.81,否,已取消,已退款,4,4,ZARA
106,ORD-88815400,ONL-4376511254,京东自营店,USER-92571,2024-06-14 19:33:00,2024-06-11 19:33:00,1680.79,1680.79,已完成,方荣,SPU-李宁-运动,2024-06-11 19:33:00,山东省,济南市,拼多多,SUB-88815400-678,SONL-4376511254-421,ONL-4376511254,ZR-3385,3,355.16,李宁 运动裤 (灰色/L),灰色/L,1065.48,1680.79,否,已完成,无退款,3,0,李宁
107,ORD-13726301,ONL-4200687373,线下直营店,USER-57813,2024-04-23 07:15:00,2024-04-21 07:15:00,2808.91,2808.91,已取消,郑淑珍,SPU-阿迪-衬衫,2024-04-20 20:15:00,四川省,宜宾市,唯品会,SUB-13726301-799,SONL-4200687373-702,ONL-4200687373,AN-7286,3,761.4,阿迪达斯 衬衫 (白色/XL),白色/XL,2284.2,2808.91,否,已取消,退款失败,3,0,阿迪达斯
108,ORD-81839869,ONL-4729084222,天猫旗舰店,USER-80306,2024-05-14 22:01:00,2024-05-12 22:01:00,15775.84,15775.84,已完成,杨林,SPU-李宁-卫衣,2024-05-12 20:01:00,湖南省,湘潭市,线下,SUB-81839869-780,SONL-4729084222-296,ONL-4729084222,AN-2292,4,2134.94,李宁 卫衣 (白色/L),白色/L,8539.76,15775.84,否,已完成,待审核,4,0,李宁
109,ORD-75152822,ONL-7587618655,拼多多专卖店,USER-33460,2024-08-30 22:14:00,2024-08-29 22:14:00,518.12,518.12,已取消,位敏,SPU-森马-衬衫,2024-08-29 08:14:00,江苏省,南京市,唯品会,SUB-75152822-387,SONL-7587618655-112,ONL-7587618655,AN-3585,1,439.12,森马 衬衫 (黄色/M),黄色/M,439.12,518.12,否,已取消,无退款,1,0,森马
110,ORD-72212676,ONL-8064145070,线下直营店,USER-67652,2024-12-31 08:30:00,2024-12-29 08:30:00,10695.74,10695.74,已发货,徐洁,SPU-李宁-T恤,2024-12-29 07:30:00,北京市,北京市,唯品会,SUB-72212676-155,SONL-8064145070-331,ONL-8064145070,UN-7235,5,1998.99,李宁 T恤 (紫色/M),紫色/M,9994.95,10695.74,否,已发货,无退款,5,0,李宁
111,ORD-13194750,ONL-9710973903,抖音直播间,USER-82558,2024-06-14 13:02:00,2024-06-11 13:02:00,1403.11,1403.11,已完成,陈秀梅,SPU-李宁-T恤,2024-06-10 18:02:00,山东省,烟台市,拼多多,SUB-13194750-716,SONL-9710973903-853,ONL-9710973903,ZR-9570,2,402.84,李宁 T恤 (蓝色/L),蓝色/L,805.68,1403.11,否,已完成,待审核,2,0,李宁
112,ORD-38501992,ONL-9598778709,唯品会特卖店,USER-71886,2024-12-24 11:29:00,2024-12-22 11:29:00,14273.3,14273.3,待发货,徐冬梅,SPU-阿迪-外套,2024-12-22 11:29:00,山东省,潍坊市,拼多多,SUB-38501992-278,SONL-9598778709-349,ONL-9598778709,UN-4254,5,2244.64,阿迪达斯 外套 (紫色/XXL),紫色/XXL,11223.2,14273.3,否,待发货,已退款,5,5,阿迪达斯
113,ORD-48024373,ONL-1327604758,拼多多专卖店,USER-10841,2024-07-15 07:26:00,2024-07-12 07:26:00,7491.2,7491.2,待发货,唐彬,SPU-优衣-T恤,2024-07-11 22:26:00,北京市,北京市,天猫,SUB-48024373-505,SONL-1327604758-261,ONL-1327604758,YC-7202,4,1671.64,优衣库 T恤 (黄色/M),黄色/M,6686.56,7491.2,否,待发货,无退款,4,0,优衣库
114,ORD-56267347,ONL-3577353308,京东自营店,USER-19367,2024-11-11 07:55:00,2024-11-09 07:55:00,3860.7,3860.7,待发货,杨秀珍,SPU-以纯-风衣,2024-11-09 06:55:00,广东省,广州市,京东,SUB-56267347-755,SONL-3577353308-584,ONL-3577353308,MT-7812,4,602.69,以纯 风衣 (黄色/XL),黄色/XL,2410.76,3860.7,否,待发货,无退款,4,0,以纯
115,ORD-39824245,ONL-3643918468,拼多多专卖店,USER-21225,2024-12-21 23:33:00,2024-12-20 23:33:00,2571.34,2571.34,已发货,李玉兰,SPU-耐克-衬衫,2024-12-20 20:33:00,湖南省,衡阳市,抖音电商,SUB-39824245-129,SONL-3643918468-952,ONL-3643918468,AD-8671,5,482.44,耐克 衬衫 (卡其色/XXL),卡其色/XXL,2412.2,2571.34,否,已发货,退款失败,5,0,耐克
116,ORD-52908627,ONL-6087410825,抖音直播间,USER-21928,2024-08-13 18:26:00,2024-08-10 18:26:00,552.64,552.64,已完成,徐强,SPU-阿迪-T恤,2024-08-10 09:26:00,四川省,德阳市,京东,SUB-52908627-357,SONL-6087410825-156,ONL-6087410825,LN-8209,1,461.63,阿迪达斯 T恤 (绿色/M),绿色/M,461.63,552.64,否,已完成,已退款,1,1,阿迪达斯
117,ORD-84779853,ONL-6100159424,京东自营店,USER-69267,2024-04-09 16:44:00,2024-04-08 16:44:00,9595.62,9595.62,已发货,张秀华,SPU-李宁-卫衣,2024-04-07 20:44:00,湖北省,襄阳市,拼多多,SUB-84779853-488,SONL-6100159424-718,ONL-6100159424,LN-9808,5,1579.16,李宁 卫衣 (白色/XXL),白色/XXL,7895.8,9595.62,否,已发货,已退款,5,5,李宁
118,ORD-62141894,ONL-5488360586,天猫旗舰店,USER-70473,2024-09-17 19:50:00,2024-09-15 19:50:00,4808.13,4808.13,已取消,吴军,SPU-李宁-卫衣,2024-09-14 21:50:00,河南省,开封市,抖音电商,SUB-62141894-972,SONL-5488360586-112,ONL-5488360586,MT-8025,3,1486.46,李宁 卫衣 (卡其色/XXXL),卡其色/XXXL,4459.38,4808.13,否,已取消,退款失败,3,0,李宁
119,ORD-52777306,ONL-5469669713,拼多多专卖店,USER-53449,2024-12-02 23:20:00,2024-12-01 23:20:00,6929.51,6467.01,退款中,陆明,SPU-阿迪-羽绒,2024-12-01 19:20:00,四川省,德阳市,线下,SUB-52777306-286,SONL-5469669713-328,ONL-5469669713,SM-7878,3,2198.47,阿迪达斯 羽绒服 (灰色/L),灰色/L,6595.41,6929.51,否,退款中,待审核,3,0,阿迪达斯
120,ORD-46366362,ONL-5112696687,唯品会特卖店,USER-71264,2024-01-07 20:43:00,2024-01-06 20:43:00,2460.53,1636.92,退款中,张超,SPU-李宁-衬衫,2024-01-06 20:43:00,浙江省,宁波市,天猫,SUB-46366362-582,SONL-5112696687-453,ONL-5112696687,SM-6525,1,2258.08,李宁 衬衫 (黄色/XL),黄色/XL,2258.08,2460.53,否,退款中,已退款,1,1,李宁
121,ORD-89040307,ONL-4429677145,天猫旗舰店,USER-13990,2024-12-19 02:25:00,2024-12-16 02:25:00,1384.26,1384.26,待发货,杨桂兰,SPU-李宁-外套,2024-12-15 12:25:00,山东省,烟台市,唯品会,SUB-89040307-876,SONL-4429677145-357,ONL-4429677145,HM-5594,1,1118.1,李宁 外套 (灰色/均码),灰色/均码,1118.1,1384.26,否,待发货,退款失败,1,0,李宁
122,ORD-41890894,ONL-5157746193,抖音直播间,USER-69598,2024-08-09 22:01:00,2024-08-06 22:01:00,5350.41,5350.41,已发货,田莉,SPU-阿迪-衬衫,2024-08-06 00:01:00,湖南省,长沙市,线下,SUB-41890894-145,SONL-5157746193-180,ONL-5157746193,YC-2325,2,2164.32,阿迪达斯 衬衫 (蓝色/L),蓝色/L,4328.64,5350.41,否,已发货,待审核,2,0,阿迪达斯
123,ORD-37472606,ONL-9371695301,天猫旗舰店,USER-18710,2024-11-13 06:59:00,2024-11-10 06:59:00,4052.68,4052.68,已完成,乔丽华,SPU-森马-风衣,2024-11-09 08:59:00,四川省,成都市,线下,SUB-37472606-848,SONL-9371695301-565,ONL-9371695301,UN-6387,2,1178.73,森马 风衣 (蓝色/均码),蓝色/均码,2357.46,4052.68,否,已完成,无退款,2,0,森马
124,ORD-47648971,ONL-2465602200,京东自营店,USER-85831,2024-08-19 20:22:00,2024-08-16 20:22:00,916.67,916.67,已发货,徐建国,SPU-阿迪-衬衫,2024-08-16 09:22:00,湖北省,襄阳市,线下,SUB-47648971-267,SONL-2465602200-777,ONL-2465602200,HM-6847,2,391.26,阿迪达斯 衬衫 (蓝色/XXL),蓝色/XXL,782.52,916.67,否,已发货,已退款,2,2,阿迪达斯
